iter	Passed	Remaining
2896	209716	1238099
2897	209785	1238008
2898	209857	1237936
2899	209928	1237854
2900	210002	1237788
2901	210078	1237737
2902	210152	1237676
2903	210221	1237583
2904	210291	1237500
2905	210361	1237413
2906	210429	1237311
2907	210503	1237252
2908	210573	1237167
2909	210649	1237113
2910	210718	1237022
2911	210784	1236910
2912	210856	1236835
2913	210924	1236737
2914	210993	1236644
2915	211067	1236581
2916	211135	1236484
2917	211208	1236416
2918	211282	1236356
2919	211358	1236300
2920	211460	1236403
2921	211549	1236428
2922	211634	1236429
2923	211719	1236427
2924	211793	1236367
2925	211876	1236356
2926	211953	1236313
2927	212077	1236540
2928	212162	1236539
2929	212234	1236467
2930	212302	1236366
2931	212372	1236282
2932	212440	1236182
2933	212512	1236108
2934	212580	1236006
2935	212642	1235876
2936	212710	1235777
2937	212782	1235702
2938	212849	1235597
2939	212913	1235478
2940	212983	1235392
2941	213047	1235270
2942	213112	1235157
2943	213182	1235065
2944	213248	1234959
2945	213313	1234845
2946	213384	1234764
2947	213457	1234696
2948	213529	1234616
2949	213601	1234545
2950	213671	1234460
2951	213741	1234369
2952	213812	1234288
2953	213880	1234191
2954	213956	1234141
2955	214024	1234043
2956	214098	1233978
2957	214170	1233904
2958	214242	1233833
2959	214315	1233759
2960	214381	1233655
2961	214448	1233549
2962	214516	1233452
2963	214588	1233378
2964	214661	1233307
2965	214729	1233212
2966	214796	1233105
2967	214863	1233006
2968	214934	1232923
2969	215007	1232853
2970	215075	1232759
2971	215147	1232679
2972	215222	1232626
2973	215292	1232540
2974	215368	1232484
2975	215437	1232393
2976	215505	1232299
2977	215573	1232200
2978	215641	1232102
2979	215710	1232010
2980	215780	1231925
2981	215848	1231825
2982	215914	1231719
2983	215980	1231607
2984	216051	1231528
2985	216121	1231444
2986	216193	1231366
2987	216264	1231289
2988	216336	1231211
2989	216411	1231155
2990	216488	1231113
2991	216563	1231053
2992	216637	1230991
2993	216703	1230882
2994	216770	1230779
2995	216839	1230684
2996	216910	1230605
2997	216978	1230510
2998	217047	1230417
2999	217133	1230423
3000	217206	1230351
3001	217279	1230284
3002	217349	1230200
3003	217423	1230136
3004	217501	1230096
3005	217572	1230016
3006	217657	1230013
3007	217732	1229957
3008	217803	1229874
3009	217875	1229801
3010	217950	1229746
3011	218024	1229682
3012	218105	1229659
3013	218195	1229684
3014	218277	1229664
3015	218354	1229618
3016	218434	1229592
3017	218507	1229522
3018	218587	1229492
3019	218660	1229419
3020	218734	1229357
3021	218813	1229321
3022	218889	1229272
3023	218957	1229175
3024	219032	1229117
3025	219098	1229007
3026	219167	1228916
3027	219236	1228824
3028	219303	1228720
3029	219370	1228621
3030	219440	1228532
3031	219509	1228439
3032	219582	1228371
3033	219652	1228285
3034	219722	1228204
3035	219790	1228106
3036	219862	1228032
3037	219928	1227924
3038	220000	1227847
3039	220068	1227750
3040	220143	1227691
3041	220211	1227593
3042	220279	1227500
3043	220357	1227457
3044	220430	1227390
3045	220498	1227292
3046	220565	1227188
3047	220636	1227109
3048	220702	1227002
3049	220773	1226919
3050	220843	1226833
3051	220909	1226726
3052	220978	1226639
3053	221049	1226557
3054	221121	1226483
3055	221199	1226441
3056	221275	1226390
3057	221349	1226325
3058	221424	1226268
3059	221491	1226166
3060	221563	1226091
3061	221636	1226019
3062	221706	1225936
3063	221773	1225833
3064	221849	1225780
3065	221920	1225700
3066	221989	1225610
3067	222057	1225511
3068	222124	1225411
3069	222186	1225283
3070	222259	1225215
3071	222326	1225111
3072	222391	1224998
3073	222459	1224901
3074	222534	1224843
3075	222609	1224784
3076	222682	1224717
3077	222755	1224650
3078	222826	1224566
3079	222895	1224476
3080	222971	1224425
3081	223044	1224357
3082	223121	1224309
3083	223192	1224227
3084	223263	1224147
3085	223337	1224086
3086	223411	1224023
3087	223482	1223943
3088	223552	1223859
3089	223624	1223784
3090	223696	1223708
3091	223764	1223615
3092	223840	1223561
3093	223917	1223512
3094	223987	1223428
3095	224057	1223343
3096	224133	1223287
3097	224207	1223224
3098	224273	1223117
3099	224344	1223039
